person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,previous_default,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_default
0.048387097,0.034856571,0.048780488,1,0.293820225,0.16,0,1,0,0,0,1
0.032258065,0.036857905,0,0.15942029,,0.03,0,0,0,0,1,0
0.032258065,0.00149433,0,0.115942029,0.36011236,0.35,0,1,0,0,0,1
0.024193548,0.001500334,0,0.055072464,0.453370787,0.18,1,0,0,1,0,1
0.016129032,0.006337558,0.048780488,0.710144928,0.515168539,0.6,1,0,0,0,1,1
0.048387097,0.007338225,0.016260163,0.710144928,0.237078652,0.52,0,0,0,0,1,1
0.040322581,0.001500334,0.008130081,0.089855072,0.515168539,0.28,0,0,0,1,0,1
0.016129032,0.001500334,0.008130081,0.123188406,,0.37,0,0,0,1,0,1
0.040322581,0.006397598,0.008130081,0.710144928,0.614044944,0.59,1,0,0,0,1,1
0.008064516,0.007505003,0.032520325,0.710144928,0.312921348,0.51,0,0,0,0,1,1
0.040322581,0.036857905,0,0.710144928,0.744382022,0.11,0,1,0,0,0,0
0.048387097,0.036857905,0.008130081,0.072463768,0.219101124,0.01,0,0,0,0,1,0
0.024193548,0.036857905,0.06504065,0.202898551,0.180337079,0.03,0,0,0,0,1,0
0.048387097,0.036857905,0.016260163,0.710144928,0.261797753,0.11,0,1,0,0,0,0
0.016129032,0.007582388,0.040650407,0.710144928,0.36011236,0.51,0,0,0,0,1,1
0.024193548,0.007671781,0.008130081,0.710144928,0.139325843,0.5,0,0,0,0,1,1
0.040322581,0.007671781,0.032520325,0.710144928,0.032022472,0.5,0,0,0,0,1,1
0.032258065,0.006671114,0.016260163,0.710144928,0.556741573,0.57,0,0,0,0,1,1
0.024193548,0.007671781,0.008130081,0.710144928,0.36011236,0.5,0,0,0,0,1,1
0.016129032,0.007672448,0,0.710144928,0.27752809,0.5,0,0,0,0,1,1
0.016129032,0.007672448,0.024390244,0.710144928,0.38258427,0.5,0,0,0,0,1,1
0.016129032,0.008005337,0.016260163,0.710144928,0.319662921,0.48,0,0,0,0,1,1
0.024193548,0.001534356,0.024390244,0.128985507,0.139325843,0.38,0,0,0,1,0,1
0.032258065,0.036024016,0.008130081,0.710144928,0.346067416,0.11,0,1,0,0,0,0
0.024193548,0.035356905,0.040650407,0.594202899,0.195505618,0.1,0,1,0,0,0,0
0.040322581,0.035356905,0.016260163,0.710144928,0.598314607,0.12,0,1,0,0,0,0
0.048387097,0.035356905,0.081300813,0.565217391,0.494382022,0.09,1,1,0,0,0,0
0.024193548,0.035190127,0.056910569,1,0.526404494,0.16,1,1,0,0,0,0
0.048387097,0.035190127,0.089430894,0.333333333,0.138202247,0.06,0,1,0,0,0,0
0.024193548,0.008005337,0.008130081,0.710144928,0.438202247,0.48,0,0,0,0,1,1
0.048387097,0.00700467,0.016260163,0.710144928,0.361797753,0.54,0,0,0,0,1,1
0.016129032,0.008172115,0.040650407,0.710144928,0.45,0.47,1,0,0,0,1,1
0.048387097,0.007171448,0,0.710144928,0.553932584,0.53,1,0,0,0,1,1
0.024193548,0.007171448,0.008130081,0.710144928,0.702808989,0.53,0,0,0,0,1,1
0.024193548,0.001534356,0.016260163,0.026086957,0.215168539,0.11,0,1,0,0,0,0
0.008064516,0.001534356,0,0.115942029,0.424719101,0.34,0,0,0,1,0,1
0.016129032,0.034356237,0.048780488,0.449275362,0.292134831,0.08,0,1,0,0,0,0
0.048387097,0.034356237,0.081300813,0.623188406,0.36011236,0.1,0,0,0,1,0,0
0.048387097,0.007338225,0.040650407,0.710144928,0.730898876,0.52,0,0,0,0,1,1
0.016129032,0.008505003,0.048780488,0.710144928,,0.45,0,0,0,0,1,1
0.032258065,0.00850567,0.032520325,0.710144928,,0.45,1,0,0,0,1,1
0.024193548,0.00850567,0.032520325,0.710144928,0.333707865,0.45,0,0,0,0,1,1
0.024193548,0.00850567,0.032520325,0.710144928,0.574719101,0.45,1,0,0,0,1,1
0.032258065,0.008533022,0.06504065,0.710144928,0.438202247,0.45,1,0,0,0,1,1
0.048387097,0.008672448,0.032520325,0.710144928,0.418539326,0.45,0,0,0,0,1,1
0.032258065,0.033272181,0.06504065,0.565217391,0.428089888,0.1,0,0,0,1,0,0
0.024193548,0.03102068,0.040650407,0.623188406,0.683146067,0.12,1,1,0,0,0,1
0.024193548,0.001654436,0.016260163,0.210144928,0.652808989,0.56,0,0,0,1,0,1
0.032258065,0.00933956,0,0.710144928,0.312921348,0.42,0,0,0,0,1,1
0.032258065,0.00933956,0.016260163,0.710144928,0.319662921,0.42,0,0,0,0,1,1
0.048387097,0.008338893,0.056910569,0.710144928,0.528651685,0.46,1,0,0,0,1,1
0.024193548,0.001667779,0.016260163,0.101449275,,0.29,0,0,0,1,0,1
0.032258065,0.032688459,0.06504065,0.333333333,0.408426966,0.06,0,0,0,0,1,0
0.032258065,0.032688459,0.06504065,0.333333333,0.453370787,0.06,0,1,0,0,0,0
0.008064516,0.032688459,0.040650407,0.449275362,0.518539326,0.08,0,1,0,0,0,0
0.040322581,0.008338893,0.024390244,0.710144928,0.640449438,0.46,0,0,0,0,1,1
0.024193548,0.00933956,0.024390244,0.710144928,0.410674157,0.42,0,0,0,0,1,1
0.024193548,0.00933956,0.056910569,0.710144928,0.271348315,0.42,0,0,0,0,1,1
0.008064516,0.00933956,0.048780488,0.710144928,0.312921348,0.42,0,0,0,0,1,1
0.040322581,0.009666278,0.073170732,0.710144928,0.410674157,0.4,0,0,0,0,1,1
0.016129032,0.008739159,0.016260163,0.710144928,0.535955056,0.44,1,0,0,0,1,1
0.024193548,0.032688459,0.056910569,0.797101449,,0.14,0,1,0,0,0,0
0.008064516,0.032688459,0.016260163,0.710144928,0.481460674,0.13,0,1,0,0,0,0
0.032258065,0.032688459,0.024390244,0.68115942,0.116292135,0.12,0,1,0,0,0,0
0.048387097,0.032688459,0.032520325,0.420289855,0.526404494,0.07,0,1,0,0,0,0
0.040322581,0.032688459,0.016260163,0.434782609,0.369101124,0.08,0,1,0,0,0,0
0.032258065,0.032688459,0.06504065,0.275362319,0.17247191,0.05,0,0,0,0,1,0
0.032258065,0.010340227,0.024390244,0.710144928,0.252247191,0.38,0,0,0,0,1,1
0.016129032,0.010340227,0.048780488,0.710144928,0.429213483,0.38,1,0,0,0,1,1
0.016129032,0.032688459,0.048780488,0.246376812,0.042134831,0.04,0,1,0,0,0,0
1,0.032688459,0.032520325,0.15942029,0.361797753,0.03,0,1,0,0,0,0
0.040322581,0.032688459,0.040650407,0.507246377,0.612359551,0.09,0,0,0,0,1,0
0.040322581,0.032688459,0.016260163,0.333333333,0.278651685,0.06,0,1,0,0,0,0
0.040322581,0.032688459,0.073170732,0.653623188,0.501685393,0.12,0,1,0,0,0,0
0.032258065,0.032688459,0.06504065,0.565217391,,0.1,0,1,0,0,0,0
0.032258065,0.00933956,0.016260163,0.710144928,,0.42,1,0,0,0,1,1
0.008064516,0.00173449,0,0.072463768,,0.21,0,0,0,1,0,1
0.048387097,0.010506338,0.081300813,0.710144928,0.55,0.37,1,0,0,0,1,1
0.024193548,0.010507005,0.024390244,0.710144928,0.139325843,0.37,0,0,0,0,1,1
0.032258065,0.010507005,0.016260163,0.710144928,0.312921348,0.37,0,0,0,0,1,1
0.032258065,0.010673783,0.040650407,0.710144928,0.487078652,0.37,1,0,0,0,1,1
0.040322581,0.01084056,0.073170732,0.710144928,0.678089888,0.36,0,0,0,0,1,1
0.040322581,0.032688459,0,0.333333333,0.340449438,0.06,0,1,0,0,0,0
0.048387097,0.030687125,0.081300813,0.565217391,0.692134831,0.11,0,1,0,0,0,1
0.048387097,0.032688459,0.032520325,0.072463768,0.47752809,0.01,0,1,0,0,0,0
0.040322581,0.011006671,0.073170732,0.710144928,0.55,0.36,0,0,0,0,1,1
0.016129032,0.00173449,0.016260163,0.101449275,0.312921348,0.28,0,0,0,1,0,1
0.032258065,0.011007338,0.024390244,0.710144928,0.361797753,0.36,0,0,0,0,1,1
0.032258065,0.00173449,0.040650407,0.15942029,0.116292135,0.42,0,0,0,1,0,1
0.032258065,0.008689126,0.056910569,0.710144928,0.621910112,0.38,0,0,0,0,1,1
0.040322581,0.010340227,0.073170732,0.710144928,0.556741573,0.38,1,0,0,0,1,1
0.048387097,0.010340227,0.024390244,0.710144928,0.346067416,0.38,0,0,0,0,1,1
0.040322581,0.00173449,0.056910569,0.141304348,0.020786517,0.37,0,0,0,1,0,1
0.040322581,0.011442962,0.073170732,0.710144928,0.432022472,0.34,0,0,0,0,1,1
0.024193548,0.01167445,0.024390244,0.710144928,0.27752809,0.34,0,0,0,0,1,1
0.040322581,0.011841227,0.073170732,0.710144928,0.27752809,0.33,0,0,0,0,1,1
0.032258065,0.031354236,0,0.623188406,,0.11,1,0,0,0,1,0
0.008064516,0.031354236,1,0.565217391,0.062921348,0.1,0,1,0,0,0,0
0.040322581,0.031187458,0.008130081,0.275362319,0.399438202,0.05,0,1,0,0,0,0
0.048387097,0.031070714,0.040650407,0.420289855,,0.08,0,1,0,0,0,0
0.016129032,0.03102068,0.024390244,0.275362319,,0.05,0,1,0,0,0,0
0.032258065,0.011841227,0.032520325,0.710144928,0.271348315,0.33,0,0,0,0,1,1
0.016129032,0.011174116,0.008130081,0.710144928,0.591573034,0.35,1,0,0,0,1,1
0.048387097,0.03102068,0.024390244,0.565217391,0.379775281,0.11,0,1,0,0,0,0
0.024193548,0.031020013,0,0.68115942,0.36011236,0.13,0,0,0,1,0,0
0.024193548,0.012341561,0.056910569,0.710144928,,0.32,1,0,0,0,1,1
0.024193548,0.012341561,0.008130081,0.710144928,0.292134831,0.32,0,0,0,0,1,1
0.024193548,0.012425617,0.056910569,0.710144928,0.298876404,0.32,0,0,0,0,1,1
0.040322581,0.030353569,0.073170732,0.275362319,0.271348315,0.05,0,0,0,1,0,0
0.032258065,0.030186791,,1,0.393258427,0.19,0,1,0,0,0,0
0.040322581,0.030186791,0.048780488,0.420289855,0.553370787,0.08,0,0,0,0,1,0
0.032258065,0.009681454,0.06504065,0.710144928,0.556741573,0.34,1,0,0,0,1,1
0.024193548,0.012577718,0.056910569,0.710144928,0.55,0.31,1,0,0,0,1,1
0.008064516,0.00173449,0.032520325,0.166666667,0.52247191,0.43,0,0,0,1,0,1
0.032258065,0.012613576,0.06504065,0.710144928,0.57752809,0.31,1,0,0,0,1,1
0.032258065,0.012613742,0,0.710144928,0.445505618,0.31,0,0,0,0,1,1
0.008064516,0.00173449,0,0.028985507,,0.1,0,1,0,0,0,0
0.032258065,0.012675117,0.048780488,0.710144928,0.06741573,0.31,0,0,0,0,1,1
0.048387097,0.012675117,0.040650407,0.710144928,0.46011236,0.31,0,0,0,0,1,1
0.016129032,0.030186791,0.032520325,0.710144928,0.333707865,0.14,0,0,0,0,1,0
0.048387097,0.030186791,0.081300813,0.130434783,0.126966292,0.03,0,0,0,1,0,0
0.032258065,0.030185457,0.056910569,0.623188406,0.507865169,0.12,1,0,0,0,1,0
0.024193548,0.030020013,0.040650407,0.057971014,0.36011236,0.01,0,0,0,1,0,0
0.032258065,0.028018679,0.048780488,0.565217391,0.452247191,0.12,1,1,0,0,0,1
0.032258065,0.029853235,0.016260163,0.565217391,0.341011236,0.11,0,1,0,0,0,0
0.016129032,0.029853235,0.024390244,0.014492754,,0.01,0,1,0,0,0,0
0.040322581,0.02984523,0.073170732,0.420289855,0.034269663,0.08,0,1,0,0,0,0
0.024193548,0.011675117,0.056910569,0.710144928,0.614044944,0.34,0,0,0,0,1,1
0.048387097,0.011675117,0.081300813,0.710144928,,0.34,1,0,0,0,1,1
0.040322581,0.012841895,0.040650407,0.710144928,0.10505618,0.31,0,0,0,0,1,1
0.024193548,0.012941961,0.008130081,0.710144928,0.333707865,0.31,0,0,0,0,1,1
0.032258065,0.013008672,0.06504065,0.710144928,0.271348315,0.3,0,0,0,0,1,0
0.032258065,0.01317545,0.040650407,0.710144928,0.320224719,0.3,0,0,0,0,1,0
0.032258065,0.01317545,0.040650407,0.710144928,0.421348315,0.3,1,0,0,0,1,0
0.032258065,0.029352902,0.06504065,0.507246377,0.742696629,0.1,1,0,0,0,1,0
0.024193548,0.029352902,0.06504065,0.797101449,0.11741573,0.16,0,1,0,0,0,0
0.024193548,0.00173449,0.016260163,0.101449275,0.633707865,0.28,0,0,0,1,0,1
0.016129032,0.00173449,0,0.046376812,0.321348315,0.15,0,0,0,1,0,0
0.016129032,0.013425617,0.048780488,0.710144928,0.723595506,0.3,0,0,0,0,1,0
0.032258065,0.013509006,0.040650407,0.710144928,0.292134831,0.29,0,0,0,0,1,0
0.032258065,0.029352902,0.056910569,0.391304348,0.369101124,0.08,0,1,0,0,0,0
0.048387097,0.029352902,0.016260163,0.333333333,0.236516854,0.07,0,1,0,0,0,0
0.040322581,0.023148766,0.073170732,0.275362319,0.720786517,0.06,0,1,0,0,0,1
0.024193548,0.001778519,0,0.15942029,,0.41,0,1,0,0,0,1
0.032258065,0.013842562,0.06504065,0.710144928,0.529213483,0.29,0,0,0,0,1,0
0.032258065,0.011841227,0,0.710144928,0.521348315,0.33,1,0,0,0,1,1
0.024193548,0.012008005,0.056910569,0.710144928,0.595505618,0.33,0,0,0,0,1,1
0.024193548,0.010376084,0.008130081,0.710144928,0.558988764,0.32,1,0,0,0,1,1
0.040322581,0.014342895,0.073170732,0.710144928,0.312921348,0.28,0,0,0,0,1,0
0.008064516,0.001834556,0,0.165217391,0.139325843,0.41,0,0,0,1,0,1
0.048387097,0.029352902,0.016260163,0.710144928,0.312921348,0.14,0,0,0,1,0,0
0.032258065,0.029352902,0.06504065,0.594202899,0.340449438,0.12,0,0,0,1,0,0
0.040322581,0.029352902,0.073170732,0.565217391,0.496629213,0.11,1,0,0,1,0,0
0.048387097,0.029352902,0,0.275362319,0.14494382,0.06,0,0,0,1,0,0
0.040322581,0.029352902,0.024390244,0.273913043,0.328089888,0.06,0,1,0,0,0,0
0.024193548,0.001834556,0.056910569,0.115217391,,0.3,0,0,0,1,0,1
0.024193548,0.012341561,0.016260163,0.710144928,0.612359551,0.32,1,0,0,0,1,1
0.040322581,0.01039026,0.024390244,0.710144928,0.702808989,0.32,1,0,0,0,1,1
0.024193548,0.014342895,0,0.710144928,0.333707865,0.28,0,0,0,0,1,0
0.032258065,0.012508339,0.073170732,0.710144928,0.535955056,0.32,1,0,0,0,1,1
0.032258065,0.014643095,0.032520325,0.710144928,0.45,0.27,1,0,0,0,1,0
0.040322581,0.014676451,0.048780488,0.710144928,0.408426966,0.27,0,0,0,0,1,0
0.032258065,0.014676451,0.008130081,0.710144928,0.410674157,0.27,1,0,0,0,1,0
0.024193548,0.014943296,0.024390244,0.710144928,0.55,0.27,0,0,0,0,1,0
0.024193548,0.001834556,0.008130081,0.036231884,0.407865169,0.12,1,1,0,0,0,0
0.024193548,0.011099066,0.024390244,0.710144928,0.765168539,0.3,1,0,0,0,1,1
0.040322581,0.013308873,0.016260163,0.710144928,0.591573034,0.3,1,0,0,0,1,1
0.048387097,0.028519013,0.024390244,0.060869565,0.195505618,0.01,0,1,0,0,0,0
0.040322581,0.028519013,0.081300813,0.217391304,0.139325843,0.05,0,1,0,0,0,0
0.016129032,0.028519013,0.048780488,0.507246377,,0.1,0,1,0,0,0,0
0.024193548,0.028519013,0.06504065,0.594202899,0.369101124,0.12,0,1,0,0,0,0
0.024193548,0.001834556,0.032520325,0.101449275,0.480898876,0.27,0,0,0,1,0,1
0.024193548,0.001834556,0.032520325,0.11884058,0.312921348,0.31,0,0,0,1,0,1
0.016129032,0.01400934,0.048780488,0.710144928,0.570786517,0.28,1,0,0,0,1,1
0.040322581,0.011807872,0.016260163,0.710144928,0.312921348,0.28,0,0,0,0,1,1
0.040322581,0.01400934,0,0.710144928,0.535955056,0.28,0,0,0,0,1,1
0.040322581,0.001834556,0.016260163,0.036231884,0.555617978,0.12,1,0,0,1,0,0
0.048387097,0.01400934,0.016260163,0.710144928,0.574719101,0.28,0,0,0,0,1,1
0.040322581,0.016010674,0.008130081,0.710144928,0.219662921,0.25,0,0,0,0,1,0
0.024193548,0.001834556,0,0.089855072,0.452247191,0.24,0,1,0,0,0,1
0.032258065,0.016410941,0.06504065,0.710144928,0.27752809,0.24,0,0,0,0,1,0
0.032258065,0.014676451,0.008130081,0.710144928,0.637640449,0.27,1,0,0,0,1,1
0.024193548,0.014843229,0,0.710144928,0.515168539,0.27,1,0,0,0,1,1
0.016129032,0.028519013,0.048780488,0.086956522,0.364606742,0.02,1,0,0,0,1,0
0.024193548,0.028519013,0.024390244,0.194202899,0.166292135,0.04,0,1,0,0,0,0
0.040322581,0.028470314,0.073170732,0.246376812,0.290449438,0.05,0,0,0,0,1,0
0.040322581,0.028352235,0.016260163,0.24057971,0.497191011,0.05,0,1,0,0,0,0
0.048387097,0.028352235,0.06504065,0.333333333,0.399438202,0.07,0,0,0,0,1,0
0.040322581,0.026350901,0.040650407,0.710144928,0.594382022,0.15,1,1,0,0,0,1
0.048387097,0.028263342,0.081300813,0.275362319,0.353370787,0.06,0,1,0,0,0,0
0.008064516,0.001834556,0,0.077536232,0.343820225,0.21,1,0,0,1,0,1
0.040322581,0.015343562,0.016260163,0.710144928,0.576404494,0.26,1,0,0,0,1,1
0.008064516,0.00185457,0,0.028985507,0.290449438,0.1,0,1,0,0,0,0
0.032258065,0.015661775,0.06504065,0.710144928,0.403932584,0.26,1,0,0,0,1,1
0.048387097,0.017678452,0.024390244,0.710144928,,0.23,1,0,0,0,1,0
0.024193548,0.001868579,0.056910569,0.066666667,0.17247191,0.18,0,1,0,0,0,1
